#Time_fs,0,50,100,150,200,250,300,500,750,1000,1250,1500,1750,2000,
1,0.0000,0.0005,0.0007,0.0009,0.0010,0.0009,0.0012,0.0028,0.0121,0.0242,0.0325,0.0373,0.0416,0.0460,
2,0.0000,0.0005,0.0008,0.0009,0.0009,0.0011,0.0011,0.0030,0.0131,0.0267,0.0358,0.0405,0.0464,0.0499,
3,0.0000,0.0005,0.0006,0.0009,0.0010,0.0010,0.0011,0.0025,0.0091,0.0194,0.0283,0.0356,0.0383,0.0417,
4,0.0000,0.0005,0.0007,0.0009,0.0010,0.0011,0.0011,0.0029,0.0085,0.0172,0.0253,0.0293,0.0346,0.0375,
5,0.0000,0.0005,0.0007,0.0010,0.0010,0.0011,0.0013,0.0032,0.0094,0.0188,0.0267,0.0315,0.0353,0.0379,
6,0.0000,0.0005,0.0007,0.0009,0.0010,0.0011,0.0012,0.0027,0.0085,0.0160,0.0248,0.0326,0.0344,0.0387,
7,0.0000,0.0005,0.0007,0.0008,0.0010,0.0011,0.0011,0.0023,0.0067,0.0150,0.0227,0.0298,0.0327,0.0367,
8,0.0000,0.0005,0.0007,0.0008,0.0009,0.0010,0.0011,0.0020,0.0063,0.0153,0.0245,0.0293,0.0330,0.0371,
9,0.0000,0.0005,0.0007,0.0009,0.0010,0.0010,0.0011,0.0018,0.0068,0.0160,0.0247,0.0315,0.0341,0.0400,
10,0.0000,0.0005,0.0007,0.0009,0.0010,0.0010,0.0010,0.0023,0.0080,0.0169,0.0249,0.0322,0.0353,0.0352,
11,0.0000,0.0005,0.0007,0.0009,0.0010,0.0011,0.0012,0.0029,0.0114,0.0222,0.0298,0.0365,0.0393,0.0390,
12,0.0000,0.0006,0.0008,0.0009,0.0010,0.0010,0.0012,0.0030,0.0103,0.0204,0.0289,0.0361,0.0415,0.0422,
13,0.0000,0.0006,0.0007,0.0009,0.0010,0.0010,0.0013,0.0036,0.0097,0.0200,0.0291,0.0359,0.0403,0.0415,
14,0.0000,0.0005,0.0007,0.0009,0.0010,0.0012,0.0013,0.0043,0.0119,0.0216,0.0294,0.0352,0.0391,0.0392,
15,0.0000,0.0006,0.0008,0.0010,0.0011,0.0012,0.0016,0.0060,0.0170,0.0307,0.0425,0.0499,0.0552,0.0532,
16,0.0000,0.0006,0.0008,0.0010,0.0010,0.0013,0.0016,0.0053,0.0129,0.0230,0.0307,0.0382,0.0428,0.0422,
17,0.0000,0.0005,0.0008,0.0010,0.0013,0.0017,0.0025,0.0079,0.0160,0.0247,0.0281,0.0340,0.0394,0.0362,
18,0.0000,0.0005,0.0009,0.0011,0.0017,0.0026,0.0037,0.0096,0.0171,0.0244,0.0295,0.0338,0.0356,0.0374,
19,0.0000,0.0006,0.0010,0.0017,0.0028,0.0048,0.0065,0.0122,0.0201,0.0265,0.0321,0.0349,0.0383,0.0389,
