#Time_ps,0,10,20,30,50,100,300,500,1000,
1,0.0000,0.0575,0.0646,0.0657,0.0693,0.0718,0.0715,0.0746,0.0827,
2,0.0000,0.0600,0.0606,0.0628,0.0677,0.0693,0.0701,0.0727,0.0779,
3,0.0000,0.0510,0.0524,0.0553,0.0549,0.0590,0.0606,0.0653,0.0658,
4,0.0000,0.0482,0.0510,0.0481,0.0525,0.0542,0.0561,0.0627,0.0604,
5,0.0000,0.0470,0.0505,0.0510,0.0521,0.0537,0.0553,0.0609,0.0606,
6,0.0000,0.0503,0.0490,0.0533,0.0521,0.0552,0.0577,0.0629,0.0602,
7,0.0000,0.0446,0.0453,0.0490,0.0489,0.0499,0.0537,0.0573,0.0543,
8,0.0000,0.0448,0.0476,0.0484,0.0490,0.0499,0.0544,0.0564,0.0520,
9,0.0000,0.0495,0.0535,0.0530,0.0501,0.0541,0.0595,0.0579,0.0555,
10,0.0000,0.0466,0.0491,0.0504,0.0468,0.0540,0.0562,0.0535,0.0544,
11,0.0000,0.0493,0.0494,0.0540,0.0512,0.0586,0.0620,0.0605,0.0592,
12,0.0000,0.0571,0.0558,0.0580,0.0546,0.0603,0.0644,0.0637,0.0685,
13,0.0000,0.0518,0.0544,0.0547,0.0546,0.0592,0.0579,0.0605,0.0630,
14,0.0000,0.0508,0.0517,0.0531,0.0517,0.0593,0.0591,0.0615,0.0607,
15,0.0000,0.0670,0.0792,0.0715,0.0705,0.0773,0.0821,0.0827,0.0795,
16,0.0000,0.0530,0.0597,0.0541,0.0551,0.0601,0.0646,0.0612,0.0616,
17,0.0000,0.0501,0.0551,0.0532,0.0522,0.0561,0.0607,0.0623,0.0601,
18,0.0000,0.0526,0.0531,0.0534,0.0540,0.0565,0.0607,0.0622,0.0619,
19,0.0000,0.0543,0.0575,0.0547,0.0559,0.0608,0.0626,0.0651,0.0657,
20,0.0000,0.0569,0.0576,0.0573,0.0601,0.0589,0.0622,0.0658,0.0661,
21,0.0000,0.0666,0.0679,0.0710,0.0756,0.0751,0.0788,0.0828,0.0828,
22,0.0000,0.0745,0.0780,0.0754,0.0883,0.0841,0.0897,0.0927,0.0944,
23,0.0000,0.1049,0.1210,0.1121,0.1261,0.1234,0.1372,0.1399,0.1400,
24,0.0000,0.1065,0.1257,0.1225,0.1350,0.1310,0.1522,0.1449,0.1496,
25,0.0000,0.0749,0.0815,0.0801,0.0846,0.0847,0.0930,0.0960,0.0965,
26,0.0000,0.0698,0.0710,0.0749,0.0759,0.0763,0.0817,0.0832,0.0860,
27,0.0000,0.0558,0.0569,0.0586,0.0580,0.0604,0.0658,0.0639,0.0659,
28,0.0000,0.0463,0.0482,0.0469,0.0480,0.0513,0.0522,0.0532,0.0517,
29,0.0000,0.0540,0.0550,0.0567,0.0547,0.0548,0.0579,0.0624,0.0597,
30,0.0000,0.0458,0.0489,0.0476,0.0504,0.0506,0.0535,0.0562,0.0552,
31,0.0000,0.0483,0.0523,0.0522,0.0577,0.0575,0.0565,0.0592,0.0566,
32,0.0000,0.0529,0.0566,0.0592,0.0640,0.0662,0.0635,0.0670,0.0646,
33,0.0000,0.0663,0.0676,0.0740,0.0807,0.0880,0.0859,0.0919,0.0939,
34,0.0000,0.0682,0.0723,0.0734,0.0818,0.0824,0.0820,0.0912,0.0886,
35,0.0000,0.0589,0.0616,0.0653,0.0647,0.0643,0.0707,0.0745,0.0702,
36,0.0000,0.0539,0.0529,0.0543,0.0540,0.0546,0.0590,0.0645,0.0601,
37,0.0000,0.0492,0.0509,0.0520,0.0541,0.0547,0.0551,0.0609,0.0589,
38,0.0000,0.0458,0.0507,0.0470,0.0522,0.0527,0.0537,0.0576,0.0581,
39,0.0000,0.0486,0.0511,0.0522,0.0514,0.0544,0.0559,0.0587,0.0597,
40,0.0000,0.0508,0.0603,0.0537,0.0565,0.0620,0.0622,0.0638,0.0666,
41,0.0000,0.0591,0.0618,0.0595,0.0657,0.0668,0.0715,0.0703,0.0741,
42,0.0000,0.0667,0.0674,0.0658,0.0725,0.0733,0.0756,0.0724,0.0791,
43,0.0000,0.0718,0.0755,0.0749,0.0842,0.0808,0.0887,0.0902,0.0976,
44,0.0000,0.0827,0.0875,0.0895,0.0954,0.0902,0.1024,0.1075,0.1158,
45,0.0000,0.1018,0.1094,0.1098,0.1180,0.1187,0.1226,0.1273,0.1352,
46,0.0000,0.1282,0.1369,0.1378,0.1550,0.1533,0.1613,0.1646,0.1760,
47,0.0000,0.1310,0.1386,0.1425,0.1578,0.1578,0.1740,0.1706,0.1803,
48,0.0000,0.1041,0.1130,0.1145,0.1251,0.1203,0.1334,0.1335,0.1354,
49,0.0000,0.0992,0.1057,0.1147,0.1189,0.1100,0.1216,0.1184,0.1274,
50,0.0000,0.1199,0.1287,0.1359,0.1408,0.1326,0.1411,0.1407,0.1512,
51,0.0000,0.1237,0.1317,0.1393,0.1400,0.1409,0.1472,0.1530,0.1541,
52,0.0000,0.1081,0.1205,0.1314,0.1374,0.1373,0.1459,0.1485,0.1639,
53,0.0000,0.1038,0.1200,0.1253,0.1278,0.1320,0.1349,0.1434,0.1475,
54,0.0000,0.0896,0.0971,0.0988,0.1072,0.1071,0.1139,0.1195,0.1259,
55,0.0000,0.1034,0.1203,0.1204,0.1323,0.1345,0.1472,0.1552,0.1640,
56,0.0000,0.1025,0.1179,0.1247,0.1312,0.1307,0.1396,0.1601,0.1567,
